ABDALA de MATARAZZO, Norma Amanda;FCxS;Santiago del Estero;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;2;2
MONTOYA, Jorge Luciano;OTROS;Córdoba;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2
MORAN, Juan Carlos;CC;Buenos Aires;0;1;1;1;2;2;2;2;2;2;2;2;1;1;1;9;1;1;1;1;9;1;1;1;0;2;2;2;2;2;1;1;1;9;1;1;2;2;2;2;2
MORANTE, Antonio Arnaldo María;FPV;Chaco;0;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;9;1;1;1;1;1;1;0;1;1;1
MOREJON, Manuel Amor;OTROS;Chubut;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
MORENO, Carlos Julio;FPV;Buenos Aires;0;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
MOUILLERON, Roberto Mario;UP;Buenos Aires;1;1;1;1;2;1;1;1;1;1;0;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1
NEBREDA, Carmen Rosa;FPV;Córdoba;0;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
OBEID, Jorge Alberto;PF;Santa Fe;0;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;1;9;1;1;1;1;1;1;1;2;2;2;2;2;2
OBIGLIO, Julián Martín;PRO;Cdad. Aut. Bs. As.;1;1;1;1;1;1;1;1;1;1;1;1;2;9;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;0;0;0;0;1;0
OLIVA, Cristian Rodolfo;FCxS;Santiago del Estero;0;1;1;1;1;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;2;2
OLMEDO, Alfredo Horacio;OTROS;Salta;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;0;2;0;1;1;1
ORSOLINI, Pablo Eduardo;UCR;Chaco;0;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;1;1;1;2;1;1;1;1;1;1;1
PAIS, Juan Mario;FPV;Chubut;0;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
PANSA, Sergio Horacio;PF;San Luis;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
PARADA, Liliana;Upop;Cdad. Aut. Bs. As.;0;1;9;1;2;1;1;1;0;0;0;1;2;2;2;2;2;2;2;2;1;9;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1
PAREDES URQUIZA, Alberto Nicolás;FPV;La Rioja;0;1;1;1;1;2;2;2;2;2;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9;0;9;1;1;1
PAROLI, Raúl Omar;OTROS;Catamarca;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;2;0;1;0;1
PASINI, Ariel Osvaldo;FPV;Buenos Aires;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9;1
PASTORIZA, Mirta Ameliana;FCxS;Santiago del Estero;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1
PERALTA, Fabián Francisco;GEN;Santa Fe;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;2;2;2;2;2;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2
PEREYRA, Guillermo Antonio;FPV;Mendoza;0;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2
PEREZ, Adrián;CC;Buenos Aires;0;2;2;2;2;2;2;2;2;2;2;2;1;1;1;9;2;2;2;2;9;1;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;1;2;1
PEREZ, Alberto José;PF;San Luis;1;1;1;1;1;1;1;1;1;1;0;1;2;2;2;2;2;2;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;1
PEREZ, Jorge Raúl;FCxS;Santiago del Estero;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;;;;;;;;
PERIE, Hugo Rubén;FPV;Corrientes;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;2;;;;;;;;;;;
PERIE, Julia Argentina;FPV;Misiones;0;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2
PERRONI, Ana María;FPV;Corrientes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1
PIEMONTE, Héctor Horacio;CC;Buenos Aires;0;1;1;1;1;1;1;1;0;0;0;1;1;1;1;9;1;1;1;1;9;1;1;1;0;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
PILATTI VERGARA, María Inés;FPV;Chaco;0;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2
PINEDO, Federico;PRO;Cdad. Aut. Bs. As.;1;1;1;1;1;1;1;1;1;1;1;1;1;9;1;1;2;2;2;2;9;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;0;0;1;1;1
PINTO, Sergio Damián;UCR;Mendoza;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2
PLAINI, Francisco Omar;FPV;Buenos Aires;0;1;2;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
PORTELA, Agustín Alberto;UCR;Corrientes;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;9;9;2;2;2;2;9
PRIETO, Hugo Nelson;OTROS;Neuquén;0;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;1
PUERTA, Federico Ramón;PF;Misiones;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2
PUIGGROS, Adriana Victoria;FPV;Buenos Aires;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1
QUINTERO, Marta Beatriz;FPV;La Rioja;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9;9;9;1;1;1
QUIROGA, Horacio Rodolfo;UCR;Neuquén;9;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;;;;;;;;;
QUIROZ, Elsa Siria;CC;Buenos Aires;0;1;1;1;2;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;9;1;1;1;0;9;1;2;2;1;1;1;1;1;9;1;1;1;1;9;9
RE, Hilma Leonor;CC;Entre Ríos;0;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;9;1;1;1;0;2;2;2;2;1;1;1;2;1;1;1;0;0;1;1;1
RECALDE, Héctor Pedro;FPV;Buenos Aires;0;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2
REGAZZOLI, María Cristina;OTROS;La Pampa;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
REYES, María Fernanda;CC;Cdad. Aut. Bs. As.;0;1;1;1;2;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;9;1;1;1;0;1;1;9;1;1;2;2;1;1;1;1;1;1;1;1;1
RIOBOO, Sandra Adriana;UCR;Buenos Aires;1;1;1;1;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;0;2;2;2;2;2;1;1;1;1;1;1;1;1;2;1;1
RISKO, Silvia Lucrecia;FPV;Misiones;0;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
RIVARA, Raúl Alberto;UP;Buenos Aires;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
RIVAS, Jorge;NEPyS;Buenos Aires;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
ROBLEDO, Roberto Ricardo;OTROS;La Pampa;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2
RODRIGUEZ, Evaristo Arturo;FPV;Santa Cruz;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;1;1;1;1;1;1;1
RODRIGUEZ, Marcela Virginia;OTROS;Buenos Aires;0;1;1;1;2;1;2;1;2;2;2;2;1;1;9;9;1;1;1;1;9;2;9;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;2
ROSSI, Agustín Oscar;FPV;Santa Fe;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
ROSSI, Alejandro Luis;FPV;Santa Fe;0;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;2;2
ROSSI, Cipriana Lorena;UP;Rio Negro;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;2;2;1;1;1;2;1;0;2;1;1
RUCCI, Claudia Monica;PF;Buenos Aires;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;0;1;1;1;1
SABBATELLA, Martín;NEPyS;Buenos Aires;0;1;1;1;9;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;2;1;1
SALIM, Juan Arturo;FPV;Tucumán;0;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1
SATRAGNO, Lidia Elsa;PRO;Buenos Aires;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;0;2;1;1;2
SCALESI, Juan Carlos;OTROS;Rio Negro;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;0;9;1;2;1
SCIUTTO, Rubén Darío;FPV;Tierra del Fuego;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;2
SEGARRA, Adela Rosa;FPV;Buenos Aires;0;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;1;9;1;9;1;1;1;2;2;2;1;1;1;2;2;2
SEREBRINSKY, Gustavo Eduardo;UCR;Buenos Aires;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2
SLUGA, Juan Carlos;FPV;Buenos Aires;0;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2
SOLA, Felipe Carlos;UP;Buenos Aires;2;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1
SOLANAS, Fernando Ezequiel;OTROS;Cdad. Aut. Bs. As.;0;2;2;2;0;2;2;2;0;0;0;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;1;2;2
STOLBIZER, Margarita Rosa;GEN;Buenos Aires;0;2;2;2;1;1;1;1;1;1;0;1;1;2;2;2;2;2;2;2;1;1;1;1;0;1;1;1;9;1;1;1;1;1;1;1;1;2;2;1;1
STORANI, María Luisa;UCR;Buenos Aires;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2
STORNI, Silvia;UCR;Córdoba;2;1;1;1;1;1;1;1;1;1;9;1;2;9;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1
TERADA, Alicia;CC;Chaco;0;1;1;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;9;1;1;1;0;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2
THOMAS, Enrique Luis;PF;Mendoza;1;1;1;1;1;2;2;2;1;1;0;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;2;2;1;1;1;1;0;1;1;1;1
TOMAS, Daniel;FPV;San Juan;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2
TORFE, Mónica Liliana;OTROS;Salta;0;2;2;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
TRIACA, Alberto Jorge;PRO;Cdad. Aut. Bs. As.;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;9;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2
TUNESSI, Juan Pedro;UCR;Buenos Aires;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
URLICH, Carlos;UCR;Chaco;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;1;0;1;1;9;1;2;1;1;1;1;1;1;2;2;2;1;1
VARGAS AIGNASSE, Gerónimo;FPV;Tucumán;0;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;2;2;2;;;;;;;;;
VAZQUEZ, Silvia Beatriz;OTROS;Buenos Aires;0;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2
VEAUTE, Mariana Alejandra;OTROS;Catamarca;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;2;1
VEGA, Juan Carlos;CC;Córdoba;0;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;9;1;2;2;2;2;2;2;2;1;1;1;1;1;1;1;0;1;1;1;2
VIALE, Lisandro Alfredo;PS;Entre Ríos;0;1;1;1;1;2;2;2;1;1;0;1;1;2;1;2;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
VIDELA, Nora;PF;San Luis;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;1;1;1
VILARIÑO, José Antonio;FPV;Salta;0;1;1;1;1;2;2;2;2;2;2;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9;1;1;1;1
WAYAR, Walter Raúl;OTROS;Salta;0;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
WEST, Mariano Federíco;FPV;Buenos Aires;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
YAGÛE, Linda;UCR;Neuquén;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;1;1;2;2;2;2
YARADE, Fernando;FPV;Salta;0;1;1;1;1;2;2;2;2;2;2;2;1;1;1;9;1;1;1;1;1;1;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2
YOMA, Jorge Raul;FPV;La Rioja;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;2;2
ZAVALLO, Gustavo Marcelo;PF;Entre Ríos;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2
ZIEGLER, Alex Roberto;FPV;Misiones;0;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;0;1;1;1;1
